,VarName,Description,Root_DF,Start,End,DataFrame,recursion_flag
2267,MR49H,How often spouse/partner so nervous interfere w/ normal acts,Marriage,2267,2267,ncsr,0
2268,MR50,How often spouse/partner has trouble holding job,Marriage,2268,2268,ncsr,0
2269,MR53A,You and spouse engage in outside interests together,Marriage,2269,2269,ncsr,0
2270,MR53B,How often you and spouse work together on project,Marriage,2270,2270,ncsr,0
2271,MR53C,How often you and spouse calmly discuss something,Marriage,2271,2271,ncsr,0
2272,MR53D,How often you and spouse laugh together,Marriage,2272,2272,ncsr,0
2273,MR53E,How often you and spouse exchange ideas,Marriage,2273,2273,ncsr,0
2274,MR16A,# times married: Top Code,Marriage,2274,2274,ncsr,0
2275,MR18,# marriages ended in divorce/annulment: Top Code,Marriage,2275,2275,ncsr,0
2276,MR19,Age you married 1st time: Top/Bot Code,Marriage,2276,2276,ncsr,0
2277,CN1AA,# of living biological children under age 5,Children,2277,2277,ncsr,0
2278,CN1A,# of living biological children under age 5,Children,2278,2278,ncsr,0
2279,CN1B,# of living biological children between age 5 and 12,Children,2279,2279,ncsr,0
2280,CN1BB,# of living biological children between age 5 and 12,Children,2280,2280,ncsr,0
2281,CN1C,# of living biological children between age 13 and 17,Children,2281,2281,ncsr,0
2282,CN1CC,# of living biological children between age 13 and 17,Children,2282,2282,ncsr,0
2283,CN2A,# of living non-biological children under age,Children,2283,2283,ncsr,0
2284,CN2AA,# of living non-biological children under age 5,Children,2284,2284,ncsr,0
2285,CN2B,# of living non-biological children between age 5 and 12,Children,2285,2285,ncsr,0
2286,CN2BB,# of living non-biological children between age 5 and 12,Children,2286,2286,ncsr,0
2287,CN2C,# of living non-biological children between age 13 and 17,Children,2287,2287,ncsr,0
2288,CN2CC,# of living non-biological children between age 13 and 17,Children,2288,2288,ncsr,0
2289,CN3,Age of 1st sexual intercourse,Children,2289,2289,ncsr,0
2290,CN5,Ever had miscarriage/stillbirth,Children,2290,2290,ncsr,0
2291,CN5A,# of miscarriage/stillbirth,Children,2291,2291,ncsr,0
2292,CN5B,Age 1st miscarriage/stillbirth,Children,2292,2292,ncsr,0
2293,CN6,Ever had abortion,Children,2293,2293,ncsr,0
2294,CN6A,# of abortion(s),Children,2294,2294,ncsr,0
2295,CN6B,Age 1st abortion,Children,2295,2295,ncsr,0
2296,CN7,Child of your has died,Children,2296,2296,ncsr,0
2297,CN7A,# of your children that died,Children,2297,2297,ncsr,0
2298,CN7B,Age when your child died,Children,2298,2298,ncsr,0
2299,CN7C,Age of your child at time of their death,Children,2299,2299,ncsr,0
2300,CN7D,How did the child die,Children,2300,2300,ncsr,0
2301,CN7B_101,Child died-child age/your age/cause of death-1st mention,Children,2301,2301,ncsr,0
2302,CN7B_102,Child died-child age/your age/cause of death-2nd mention,Children,2302,2302,ncsr,0
2303,CN7B_103,Child died-child age/your age/cause of death-3rd mention,Children,2303,2303,ncsr,0
2304,CN7B_104,Child died-child age/your age/cause of death-4th mention,Children,2304,2304,ncsr,0
2305,CN7B_105,Child died-child age/your age/cause of death-5th mention,Children,2305,2305,ncsr,0
2306,CN7B_106,Child died-child age/your age/cause of death-6th mention,Children,2306,2306,ncsr,0
2307,CN7B_107,Child died-child age/your age/cause of death-7th mention,Children,2307,2307,ncsr,0
2308,CN7B_108,Child died-child age/your age/cause of death-8th mention,Children,2308,2308,ncsr,0
2309,CN7B_109,Child died-child age/your age/cause of death-9th mention,Children,2309,2309,ncsr,0
2310,CN7B_110,Child died-child age/your age/cause of death-10th mention,Children,2310,2310,ncsr,0
2311,CN7C_101,Your age when child died-1st mention,Children,2311,2311,ncsr,0
2312,CN7C_102,Your age when child died-2nd mention,Children,2312,2312,ncsr,0
2313,CN7C_103,Your age when child died-3rd mention,Children,2313,2313,ncsr,0
2314,CN7C_104,Your age when child died-4th mention,Children,2314,2314,ncsr,0
2315,CN7C_105,Your age when child died-5th mention,Children,2315,2315,ncsr,0
2316,CN7C_106,Your age when child died-6 mention,Children,2316,2316,ncsr,0
2317,CN7C_107,Your age when child died-7th mention,Children,2317,2317,ncsr,0
2318,CN7C_108,Your age when child died-8th mention,Children,2318,2318,ncsr,0
2319,CN7C_109,Your age when child died-9th mention,Children,2319,2319,ncsr,0
2320,CN7C_110,Your age when child died-10th mention,Children,2320,2320,ncsr,0
2321,CN7D_101,How did your child die-1st mention,Children,2321,2321,ncsr,0
2322,CN7D_102,How did your child die-2nd mention,Children,2322,2322,ncsr,0
2323,CN7D_103,How did your child die-3rd mention,Children,2323,2323,ncsr,0
2324,CN7D_104,How did your child die-4th mention,Children,2324,2324,ncsr,0
2325,CN7D_105,How did your child die-5th mention,Children,2325,2325,ncsr,0
2326,CN7D_106,How did your child die-6th mention,Children,2326,2326,ncsr,0
2327,CN7D_107,How did your child die-7th mention,Children,2327,2327,ncsr,0
2328,CN7D_108,How did your child die-8th mention,Children,2328,2328,ncsr,0
2329,CN7D_109,How did your child die-9th mention,Children,2329,2329,ncsr,0
2330,CN7D_110,How did your child die-10th mention,Children,2330,2330,ncsr,0
2331,CN7_2,Got somenone pregnant who had miscarriage/stillbirth/abortion,Children,2331,2331,ncsr,0
2332,CN7_2A,Age 1st miscar/stillbirth/abortion with someone you got preg,Children,2332,2332,ncsr,0
2333,CN9,Overall relationship with child,Children,2333,2333,ncsr,0
2334,CN10,In raising children (m) often did thing from list,Children,2334,2334,ncsr,0
2335,CN11_2,Read question 58 in booklet and give corresponding letter,Children,2335,2335,ncsr,0
2336,CN11_4,# of people you had sexual intercourse with in past year,Children,2336,2336,ncsr,0
2337,CN11_5,Freq you and your partner wear condom in past year,Children,2337,2337,ncsr,0
2338,CN1,# living biological children: Top Code,Children,2338,2338,ncsr,0
2339,CN2,# of living non-biological children: Top Code,Children,2339,2339,ncsr,0
2340,SN1,Freq talk on phone/get w/ relatives who don't live w/ you,Social_Networks,2340,2340,ncsr,0
2341,SN2,Freq rely on relatives who don't live w/ you for serious prob,Social_Networks,2341,2341,ncsr,0
2342,SN3,Freq can rely on relatives who don't live w/ you to disc worries,Social_Networks,2342,2342,ncsr,0
2343,SN4,How often relatives make too many demands on you,Social_Networks,2343,2343,ncsr,0
2344,SN5,How often your relatives argue with you,Social_Networks,2344,2344,ncsr,0
2345,SN6,How often talk on phone or get together with friends,Social_Networks,2345,2345,ncsr,0
2346,SN7,How much can rely on friends when have serious problem,Social_Networks,2346,2346,ncsr,0
2347,SN8,How much can you open up to friends and talk about worries,Social_Networks,2347,2347,ncsr,0
2348,SN9,How often friends make too many demands on you,Social_Networks,2348,2348,ncsr,0
2349,SN10,How often your friends argue with you,Social_Networks,2349,2349,ncsr,0
2350,SN12,How often you let relatives know about your problems,Social_Networks,2350,2350,ncsr,0
2351,SN13,How often you let someone else know about your problems,Social_Networks,2351,2351,ncsr,0
2352,SN14,Easy to get close to and depend on others/no fear of abandon,Social_Networks,2352,2352,ncsr,0
2353,SN15,Uncomfortable being close/trusting others/nerv when too close,Social_Networks,2353,2353,ncsr,0
2354,SN16,Others reluctant to get too close/won't stay w/ me/scare away,Social_Networks,2354,2354,ncsr,0
2355,DA27,Identify with others of same racial/ethnic descent,Adult_Demographics,2355,2355,ncsr,0
2356,DA28,Feel close in your ideas/feelings w/ ppl of same racial descent,Adult_Demographics,2356,2356,ncsr,0
2357,DA29,Amt time would like to spend w/ ppl of same racial/ethnic grp,Adult_Demographics,2357,2357,ncsr,0
2358,DA30,Importance for same racial/ethnic group to marry within group,Adult_Demographics,2358,2358,ncsr,0
2359,DA31,Citizen of the United States,Adult_Demographics,2359,2359,ncsr,0
2360,DA31A,Citizenship in another country,Adult_Demographics,2360,2360,ncsr,0
2361,DA33,Frequency attend religious services,Adult_Demographics,2361,2361,ncsr,0
2362,DA34,Importance of religious beliefs in daily life,Adult_Demographics,2362,2362,ncsr,0
2363,DA35,During difficult times-seek comfort in religion,Adult_Demographics,2363,2363,ncsr,0
2364,DA36,During decision-making-guided by religious belief,Adult_Demographics,2364,2364,ncsr,0
2365,DA36_1,Length of time homeless since 18 years old,Adult_Demographics,2365,2365,ncsr,0
2366,DA36_1A1,How long homeless since 18 years old,Adult_Demographics,2366,2366,ncsr,0
2367,DA36_1A2,"Unit of time homeless since 18, DA36.1A1",Adult_Demographics,2367,2367,ncsr,0
2368,DA36_3,Received welfare/pub assistance since turning 18,Adult_Demographics,2368,2368,ncsr,0
2369,DA36_3A,# total years received public assistance since 18,Adult_Demographics,2369,2369,ncsr,0
2370,DA36_3C,Age last time received public assistance,Adult_Demographics,2370,2370,ncsr,0
2371,DA37,Rank how well off now relative to US people,Adult_Demographics,2371,2371,ncsr,0
2372,DA38,Rank comm standing now relative to people in community,Adult_Demographics,2372,2372,ncsr,0
2373,DA39,Biological mother still living,Adult_Demographics,2373,2373,ncsr,0
2374,DA39A,Age biological mother died,Adult_Demographics,2374,2374,ncsr,0
2375,DA39B,Your age when biological mother died,Adult_Demographics,2375,2375,ncsr,0
2376,DA39C,Cause of death of biological mother,Adult_Demographics,2376,2376,ncsr,0
2377,DA40,Age of mother when you were born,Adult_Demographics,2377,2377,ncsr,0
2378,DA48,Biological father still living,Adult_Demographics,2378,2378,ncsr,0
2379,DA41A,Age biological father died,Adult_Demographics,2379,2379,ncsr,0
2380,DA41B,Your age when biological father died,Adult_Demographics,2380,2380,ncsr,0
2381,DA41C,Cause of death of biological father,Adult_Demographics,2381,2381,ncsr,0
2382,DA49,Age of father when you were born,Adult_Demographics,2382,2382,ncsr,0
2383,DA31B_101,Religious preference:1st mention,Adult_Demographics,2383,2383,ncsr,0
2384,DA31B_102,Religious preference:2nd mention,Adult_Demographics,2384,2384,ncsr,0
2385,DA31B_103,Religious preference:3rd mention,Adult_Demographics,2385,2385,ncsr,0
2386,DE5_1,# parents born in U.S.: Top Code,Childhood_Demographics,2386,2386,ncsr,0
2387,DE5_2,# grandparents born in U.S.,Childhood_Demographics,2387,2387,ncsr,0
2388,DE7,Speak language other than English at home when g,Childhood_Demographics,2388,2388,ncsr,0
2389,DE8,Also spoke English when growing up,Childhood_Demographics,2389,2389,ncsr,0
2390,DE9_3,Was your full brother or sister older than you,Childhood_Demographics,2390,2390,ncsr,0
2391,DE9_7,Was your half/adopted/step brothers or sisters older than you,Childhood_Demographics,2391,2391,ncsr,0
2392,DE20_2,Attended all-girls/all-boys school,Childhood_Demographics,2392,2392,ncsr,0
2393,DE20_2A,# of years attended all-girls/all-boys school,Childhood_Demographics,2393,2393,ncsr,0
2394,DE20_401,Grade attended all-girls/all-boys school:1st mention,Childhood_Demographics,2394,2394,ncsr,0
2395,DE20_402,Grade attended all-girls/all-boys school:2nd mention,Childhood_Demographics,2395,2395,ncsr,0
2396,DE20_403,Grade attended all-girls/all-boys school:3rd mention,Childhood_Demographics,2396,2396,ncsr,0
2397,DE20_404,Grade attended all-girls/all-boys school:4th mention,Childhood_Demographics,2397,2397,ncsr,0
2398,DE20_405,Grade attended all-girls/all-boys school:5th mention,Childhood_Demographics,2398,2398,ncsr,0
2399,DE20_406,Grade attended all-girls/all-boys school:6th mention,Childhood_Demographics,2399,2399,ncsr,0
2400,DE20_407,Grade attended all-girls/all-boys school:7th mention,Childhood_Demographics,2400,2400,ncsr,0
2401,DE20_408,Grade attended all-girls/all-boys school:8th mention,Childhood_Demographics,2401,2401,ncsr,0
2402,DE20_409,Grade attended all-girls/all-boys school:9th mention,Childhood_Demographics,2402,2402,ncsr,0
2403,DE20_410,Grade attended all-girls/all-boys school:10th mention,Childhood_Demographics,2403,2403,ncsr,0
2404,DE20_411,Grade attended all-girls/all-boys school:11th mention,Childhood_Demographics,2404,2404,ncsr,0
2405,DE20_412,Grade attended all-girls/all-boys school:12th mention,Childhood_Demographics,2405,2405,ncsr,0
2406,DE20_413,Grade attended all-girls/all-boys school:13th mention,Childhood_Demographics,2406,2406,ncsr,0
2407,DE20_414,Grade attended all-girls/all-boys school:14th mention,Childhood_Demographics,2407,2407,ncsr,0
2408,DE20_5,# of different schools attended through high school,Childhood_Demographics,2408,2408,ncsr,0
2409,DE20_7,School system had middle school or junior high,Childhood_Demographics,2409,2409,ncsr,0
2410,DE20_81,Grades in middle school or junior high school:1st mention,Childhood_Demographics,2410,2410,ncsr,0
2411,DE20_82,Grades in middle school or junior high school:2nd mention,Childhood_Demographics,2411,2411,ncsr,0
2412,DE20_83,Grades in middle school or junior high school:3rd mention,Childhood_Demographics,2412,2412,ncsr,0
2413,DE20_84,Grades in middle school or junior high school:4th mention,Childhood_Demographics,2413,2413,ncsr,0
2414,DE20_85,Grades in middle school or junior high school:5th mention,Childhood_Demographics,2414,2414,ncsr,0
2415,DE20_86,Grades in middle school or junior high school:6th mention,Childhood_Demographics,2415,2415,ncsr,0
2416,DE20_8A,"In grade school, you were younger/older/average in age",Childhood_Demographics,2416,2416,ncsr,0
2417,DE20_10,Importantance of religion in your life while growing up,Childhood_Demographics,2417,2417,ncsr,0
2418,DE20_11,Raised in large or small city/suburbs/rural/town or village,Childhood_Demographics,2418,2418,ncsr,0
2419,DE20_12,# times moved to new neighborhood/town when growing up,Childhood_Demographics,2419,2419,ncsr,0
2420,DE9_1,"# full brothers and sisters, alive and dead:Topcode",Childhood_Demographics,2420,2420,ncsr,0
2421,DE9_4,# of full brothers or sisters older than you:topco,Childhood_Demographics,2421,2421,ncsr,0
2422,DE9_5,"# half/adopted/step brothers and sisters, alive and dead",Childhood_Demographics,2422,2422,ncsr,0
2423,DE9_8,# half/adopt/step brothers or sisters older than you,Childhood_Demographics,2423,2423,ncsr,0
2424,DE4,Country in which you were born,Childhood_Demographics,2424,2424,ncsr,0
2425,DE20,Highest grade of school/college completed: Top/Bot Code,Childhood_Demographics,2425,2425,ncsr,0
2426,DE20_901,Religion when growing up:1st mention,Childhood_Demographics,2426,2426,ncsr,0
2427,DE20_902,Religion when growing up:2nd mention,Childhood_Demographics,2427,2427,ncsr,0
2428,DE20_903,Religion when growing up:3rd mention,Childhood_Demographics,2428,2428,ncsr,0
2429,CH1,Lived with both biological parents until 16,Childhood,2429,2429,ncsr,0
2430,CH2_11,Reason didn't live with biological parents until 16:1st mention,Childhood,2430,2430,ncsr,0
2431,CH2_12,Reason didn't live with biological parents until 16:2nd mention,Childhood,2431,2431,ncsr,0
2432,CH2_13,Reason didn't live with biological parents until 16:3rd mention,Childhood,2432,2432,ncsr,0
2433,CH2_14,Reason didn't live with biological parents until 16:4th mention,Childhood,2433,2433,ncsr,0
2434,CH2A,Your age when your mother died,Childhood,2434,2434,ncsr,0
2435,CH2B,Your age when your father died,Childhood,2435,2435,ncsr,0
2436,CH2C,Your age when your parents divorced,Childhood,2436,2436,ncsr,0
2437,CH3_1,# adult males lived with for 6+ mths in childhood,Childhood,2437,2437,ncsr,0
2438,CH3_2,# adult females lived with for 6+ mths in childhood,Childhood,2438,2438,ncsr,0
2439,CH6,Away from home 6+ mths before 16,Childhood,2439,2439,ncsr,0
2440,CH6A1,Location 6+ mths before 16:1st mention,Childhood,2440,2440,ncsr,0
2441,CH6A2,Location 6+ mths before 16:2nd mention,Childhood,2441,2441,ncsr,0
2442,CH6A3,Location 6+ mths before 16:3rd mention,Childhood,2442,2442,ncsr,0
2443,CH6B,Age 1st time went away,Childhood,2443,2443,ncsr,0
2444,CH6C,Total # months/years away from home before age 16,Childhood,2444,2444,ncsr,0
2445,CH6CA,"Unit of time away from home before age 16, CH6C",Childhood,2445,2445,ncsr,0
2446,CH8,Male head of household during most childhood,Childhood,2446,2446,ncsr,0
2447,CH8A,# years school he/father completed: Top/Bot Code,Childhood,2447,2447,ncsr,0
2448,CH9,Amt of childhood male head worked for pay or family business,Childhood,2448,2448,ncsr,0
2449,CH13,Female head of household during most childhood,Childhood,2449,2449,ncsr,0
2450,CH13A,# years school she/mother completed: Top/Bot Code,Childhood,2450,2450,ncsr,0
2451,CH14,Amt of childhood mother worked for pay or family business,Childhood,2451,2451,ncsr,0
2452,CH19,Family received gov't assistance for 6+ mths in childhood/adol,Childhood,2452,2452,ncsr,0
2453,CH19A,# yrs from birth - 18 family received gov't assistance,Childhood,2453,2453,ncsr,0
2454,CH28,Freq someone did thing from List A to you when growing up,Childhood,2454,2454,ncsr,0
2455,CH28A1,Who did thing on List A to you:1st mention,Childhood,2455,2455,ncsr,0
2456,CH28A2,Who did thing on List A to you:2nd mention,Childhood,2456,2456,ncsr,0
2457,CH28A3,Who did thing on List A to you:3rd mention,Childhood,2457,2457,ncsr,0
2458,CH28A4,Who did thing on List A to you:4th mention,Childhood,2458,2458,ncsr,0
